iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
TUN,Africa,Tunisia,2021-08-19,632328.0,0.0,2029.143,22304.0,0.0,142.0,53502.702,0.0,171.69,1887.192,0.0,12.015,0.8,,,,,,,,,6046.0,2409634.0,203.885,0.512,9090.0,0.769,0.194,5.2,people tested,4782139.0,3455432.0,1621713.0,,44857.0,144501.0,40.46,29.24,13.72,,12227.0,,11818618.0,74.228,32.7,8.001,5.075,10849.297,2.0,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,
TUR,Asia,Turkey,2021-08-19,6157742.0,19320.0,19898.143,53891.0,216.0,169.714,73011.74,229.075,235.93,638.98,2.561,2.012,0.87,,,,,,,,,,,,,,,,,,86413722.0,45025676.0,34128107.0,7195181.0,1409452.0,967800.0,102.46,53.39,40.47,8.53,11475.0,50.0,84339067.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,
TCA,North America,Turks and Caicos Islands,2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49107.0,25621.0,23486.0,,,88.0,126.83,66.17,60.66,,2273.0,,38718.0,37.312,,,,,,,,,,,,80.22,,
UGA,Africa,Uganda,2021-08-19,97453.0,159.0,175.571,2931.0,14.0,14.143,2130.539,3.476,3.838,64.078,0.306,0.309,0.85,,,,,,,,,3241.0,1511089.0,33.036,0.071,3448.0,0.075,0.059,17.0,samples tested,1235052.0,1235052.0,,,,11042.0,2.7,2.7,,,241.0,78.7,45741000.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,
UKR,Europe,Ukraine,2021-08-19,2362052.0,2159.0,1698.429,56352.0,55.0,47.286,54009.81,49.367,38.836,1288.524,1.258,1.081,1.1,,,,,,,,,24962.0,11699182.0,267.509,0.571,20000.0,0.457,0.077,13.1,tests performed,7823001.0,4914253.0,2908748.0,,120004.0,116365.0,17.89,11.24,6.65,,2661.0,,43733759.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,
ARE,Asia,United Arab Emirates,2021-08-19,706166.0,1077.0,1142.857,2012.0,3.0,2.857,71399.135,108.893,115.552,203.43,0.303,0.289,0.88,,,,,,,,,249792.0,70094386.0,7087.113,25.256,281146.0,28.426,0.004,228.8,tests performed,17506683.0,8218775.0,7259423.0,,52433.0,37267.0,177.01,83.1,73.4,,3768.0,65.28,9890400.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,
GBR,Europe,United Kingdom,2021-08-19,6422515.0,36533.0,30515.286,131691.0,114.0,96.429,94607.351,538.152,449.508,1939.884,1.679,1.42,1.05,925.0,13.626,6321.0,93.112,,,5392.0,79.427,661103.0,231588398.0,3411.431,9.738,747277.0,11.008,0.038,26.3,tests performed,88401088.0,47413242.0,40987846.0,,189699.0,204568.0,130.22,69.84,60.38,,3013.0,38.43,67886004.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,
USA,North America,United States,2021-08-19,37294141.0,138472.0,141059.571,625166.0,908.0,862.429,112670.22,418.341,426.158,1888.704,2.743,2.606,1.26,22029.0,66.552,85746.0,259.049,,,80570.0,243.412,691719.0,503184974.0,1520.184,2.09,864682.0,2.612,0.143,7.0,tests performed,358599835.0,199325940.0,169186268.0,,704840.0,770613.0,107.22,59.6,50.59,,2304.0,56.02,331002647.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,
URY,South America,Uruguay,2021-08-19,383758.0,113.0,108.714,6013.0,1.0,2.429,110474.427,32.53,31.296,1730.994,0.288,0.699,0.81,,,,,,,,,10559.0,3207026.0,923.223,3.04,10879.0,3.132,0.011,89.4,tests performed,5181600.0,2637938.0,2430021.0,113641.0,57546.0,29583.0,149.17,75.94,69.95,3.27,8516.0,55.56,3473727.0,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14.0,19.9,,2.8,77.91,0.817,
UZB,Asia,Uzbekistan,2021-08-19,146459.0,844.0,892.714,1002.0,8.0,6.571,4375.934,25.217,26.673,29.938,0.239,0.196,1.06,,,,,,,,,,,,,,,,,,12103334.0,8569841.0,,,720866.0,426314.0,36.16,25.61,,,12738.0,71.3,33469199.0,76.134,28.2,4.469,2.873,6253.104,,724.417,7.57,1.3,24.7,,4.0,71.72,0.72,
VUT,Oceania,Vanuatu,2021-08-19,4.0,0.0,0.0,1.0,0.0,0.0,13.023,0.0,0.0,3.256,0.0,0.0,,,,,,,,,,,,,,,,,,,31042.0,29321.0,1721.0,,,352.0,10.11,9.55,0.56,,1146.0,22.22,307150.0,22.662,23.1,4.394,2.62,2921.909,13.2,546.3,12.02,2.8,34.5,25.209,,70.47,0.609,
VAT,Europe,Vatican,2021-08-19,27.0,0.0,0.0,,,0.0,33374.536,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,,,,,,,,,,,,,75.12,,
VEN,South America,Venezuela,2021-08-19,322757.0,1835.0,901.143,3859.0,29.0,13.571,11350.318,64.531,31.69,135.709,1.02,0.477,0.89,,,,,,,,,,,,,,,,,,4678086.0,,,,,18836.0,16.45,,,,662.0,86.11,28435943.0,36.253,29.0,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,
VNM,Asia,Vietnam,2021-08-19,312611.0,10510.0,9434.714,7150.0,380.0,333.857,3211.584,107.974,96.927,73.455,3.904,3.43,1.12,,,,,,,,,175150.0,9819987.0,100.885,1.799,136493.0,1.402,0.061,16.3,samples tested,15518869.0,14032444.0,1486425.0,,247307.0,596715.0,15.94,14.42,1.53,,6130.0,79.17,97338583.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,
WLF,Oceania,Wallis and Futuna,2021-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9534.0,4821.0,4713.0,,,14.0,84.78,42.87,41.91,,1245.0,,11246.0,,,,,,,,,,,,,79.94,,
OWID_WRL,,World,2021-08-19,210000231.0,696609.0,655156.143,4403578.0,10611.0,9824.429,26941.072,89.368,84.05,564.938,1.361,1.26,1.04,,,,,,,,,,,,,,,,,,4837763594.0,2491590845.0,1871760226.0,9387485.0,31166794.0,34946146.0,62.06,31.96,24.01,0.12,4483.0,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,
YEM,Asia,Yemen,2021-08-19,7407.0,35.0,24.857,1414.0,3.0,2.714,248.341,1.173,0.833,47.408,0.101,0.091,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29825968.0,53.508,20.3,2.922,1.583,1479.147,18.8,495.003,5.35,7.6,29.2,49.542,0.7,66.12,0.47,
ZMB,Africa,Zambia,2021-08-19,203553.0,384.0,254.714,3564.0,8.0,7.429,11072.318,20.888,13.855,193.865,0.435,0.404,0.68,,,,,,,,,3503.0,2181685.0,118.673,0.191,5236.0,0.285,0.061,16.5,tests performed,531885.0,308373.0,223512.0,,4680.0,2924.0,2.89,1.68,1.22,,159.0,50.93,18383956.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,
ZWE,Africa,Zimbabwe,2021-08-19,121902.0,404.0,449.714,4198.0,17.0,21.571,8201.749,27.182,30.257,282.448,1.144,1.451,0.7,,,,,,,,,6182.0,1031309.0,69.388,0.416,5524.0,0.372,0.115,8.7,tests performed,3542340.0,2193046.0,1349294.0,,91381.0,75000.0,23.83,14.76,9.08,,5046.0,73.15,14862927.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,
